species,pu,amount
503,JM-389,25000000
503,JM-390,25000000
503,JM-391,25000000
503,JM-392,25000000
503,JM-393,25000000
503,JN-382,25374
503,JN-383,14588006
503,JN-384,22212219
503,JN-385,24226003
503,JN-386,25000000
503,JN-387,25000000
503,JN-388,25000000
503,JN-389,25000000
503,JN-390,25000000
503,JN-391,25000000
503,JN-392,25000000
503,JN-393,25000000
503,JO-383,16430625
503,JO-384,25000000
503,JO-385,25000000
503,JO-386,25000000
503,JO-387,25000000
503,JO-388,25000000
503,JO-389,25000000
503,JO-390,25000000
503,JO-391,25000000
503,JO-392,25000000
503,JO-393,25000000
503,JP-384,7944967
503,JP-385,19448867
503,JP-386,25000000
503,JP-387,25000000
503,JP-388,25000000
503,JP-389,25000000
503,JP-390,25000000
503,JP-391,25000000
503,JP-392,25000000
503,JP-393,25000000
503,JQ-385,8464848
503,JQ-386,25000000
503,JQ-387,25000000
503,JQ-388,25000000
503,JQ-389,25000000
503,JQ-390,25000000
503,JQ-391,25000000
503,JQ-392,25000000
503,JQ-393,25000000
503,JR-385,474640
503,JR-386,24076920
503,JR-387,25000000
503,JR-388,25000000
503,JR-389,25000000
503,JR-390,25000000
503,JR-391,25000000
503,JR-392,25000000
503,JR-393,25000000
503,JS-385,6046495
503,JS-386,25000000
