species,pu,amount
503,LC-382,25000000
503,LA-382,3282110
503,LB-382,25000000
503,LD-382,25000000
503,LA-381,6307802
503,LC-381,25000000
503,LB-381,25000000
503,LD-381,25000000
503,LC-380,25000000
503,LA-380,9512279
503,LG-381,25000000
503,LI-381,25000000
503,LE-381,25000000
503,LH-381,25000000
503,LJ-381,25000000
503,LF-381,25000000
503,LG-380,25000000
503,LE-380,25000000
503,LI-380,25000000
503,LF-380,25000000
503,LB-380,25000000
503,LD-380,25000000
503,LA-379,12716756
503,LC-379,25000000
503,LB-379,25000000
503,LC-378,25000000
503,KE-380,14125816
503,KD-381,2859371
503,KC-380,10071889
503,KD-380,25000000
503,KB-380,646377
503,KC-379,25000000
503,KB-379,15299817
503,KD-379,15206170
503,LJ-380,25000000
503,LH-380,25000000
503,LG-379,25000000
503,LI-379,25000000
503,LE-379,25000000
503,LH-379,25000000
503,LD-379,25000000
503,LF-379,25000000
503,LJ-379,25000000
503,LG-378,25000000
503,LE-378,25000000
503,LI-378,25000000
503,LJ-378,25000000
503,LD-378,25000000
503,LF-378,25000000
503,LH-378,25000000
503,LG-377,25000000
503,LK-377,25000000
503,LI-377,25000000
503,LE-377,25000000
503,LA-378,15921233
503,LB-378,25000000
503,LA-377,19125710
503,LC-377,25000000
503,LB-377,25000000
503,LJ-377,25000000
503,LH-377,25000000
503,LF-377,25000000
503,LD-377,25000000
503,LE-376,25000000
503,LG-376,25000000
503,LI-376,25000000
503,LH-376,25000000
503,LF-376,25000000
503,LJ-376,25000000
503,LC-376,25000000
503,LA-376,22088521
503,LB-376,25000000
503,KZ-376,598383
503,LD-376,25000000
503,LC-375,25000000
503,LA-375,23660540
503,LI-375,25000000
503,LG-375,25000000
503,LE-375,25000000
503,LH-375,25000000
503,LJ-375,25000000
503,LF-375,25000000
503,LI-374,25000000
503,LE-374,25000000
503,LG-374,25000000
503,LJ-374,25000000
503,LB-375,25000000
503,LD-375,25000000
503,LA-374,10834554
503,LC-374,25000000
503,LD-374,25000000
503,LB-374,23947707
503,LK-384,25000000
503,LL-384,17676616
503,LK-383,25000000
503,LM-383,3916134
503,LL-383,25000000
503,LM-382,11682200
503,LK-382,25000000
503,LL-382,24999999
503,LK-381,25000000
503,LM-381,19423899
503,LL-381,25000000
503,LN-381,555732
503,LK-380,25000000
503,LM-380,24774345
503,LN-380,6461766
503,LL-380,25000000
503,LK-379,25000000
503,LM-379,25000000
503,LL-379,24999999
503,LN-379,14290393
503,LK-378,25000000
503,LM-378,25000000
503,LL-378,25000000
503,LN-378,19232376
503,LM-377,25000000
503,LN-377,17999446
503,LL-377,24999999
503,LK-376,25000000
503,LM-376,25000000
